Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 55034","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","1415","","18 Jul 1971","","North Atlantic Ocean","Caribbean Sea","","Dominican Republic","","","","Silver Bank",20.2617,-69.6083,"","","Pillsbury R/V","7106","","","13 to 15","","","","P1415","","322031","","","","","","","","","07 Dec 2017 20:40:00","http://n2t.net/ark:/65665/3de480e9b-698c-494b-a09b-54b049f3f5dc"
"USNM 55036","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","1419","","19 Jul 1971","","North Atlantic Ocean","","","Turks And Caicos Islands","","","","Grand Turk Island, SE of",21.36,-70.9633,"","","Pillsbury R/V","7106","","","7 to 8","","","","P1419","","322031","","","","","","","","","07 Dec 2017 20:44:00","http://n2t.net/ark:/65665/36b6a141f-a62c-4e23-9b11-fbc7e695500d"
"USNM 55037","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Dry","1420","","19 Jul 1971","","North Atlantic Ocean","","","Turks And Caicos Islands","","","","Grand Turk Island, SE of",21.3617,-70.955,"","","Pillsbury R/V","7106","","","7 to 8","","","","P1420","","322031","","","","","","","","","07 Dec 2017 20:44:00","http://n2t.net/ark:/65665/35f3b886b-e8a1-443d-ad47-f09adac9e275"
"USNM 56537","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Island Resources Foundation","15 Sep 1973","","North Atlantic Ocean","Caribbean Sea","","Venezuela","","","","Aves Island","","","","","","","","","8","","","","","","318808","","","","","","","","","20 May 2013 16:40:00","http://n2t.net/ark:/65665/3d27ddf2e-863b-439a-bdeb-887281e13220"
"USNM 56841","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","1284","","19 Jul 1970","","North Atlantic Ocean","Caribbean Sea","","Dominican Republic","","","","Beata Island",17.5833,-71.4167,"","","Pillsbury R/V","7006","","","18 to 22","","","","P1284","","295887","","","","","","","","","05 Dec 2017 14:55:00","http://n2t.net/ark:/65665/3614b4074-d8f1-44dd-bda9-6531298f8d58"
"USNM 56842","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","1151","","15 Jan 1970","","North Atlantic Ocean","Caribbean Sea","","Dominican Republic","","","","Monte Cristi, NE of",19.95,-71.3433,"","","Pillsbury R/V","7001","","","37 to 695","","","","P1151","","295887","","","","","","","","","01 Dec 2017 18:49:00","http://n2t.net/ark:/65665/37eaa921c-db08-4b1b-b283-dc369c570736"
"USNM 59291","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Mcconnell, O.","Sep 1979","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Honda Bay","","","","","","","","","","Intertidal","","","","","339284","","","","","","","","","20 May 2013 16:43:00","http://n2t.net/ark:/65665/3394c2064-9429-406c-a42e-bbd07ffef4b4"
"USNM 59468","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","11-G-2","Fenical, W. H.","Apr 1980","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay",16.8,-88.08,"","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","","","","","","","327374","","","","","","","","","20 May 2013 16:43:00","http://n2t.net/ark:/65665/3fbc1a54f-ee88-4a8a-91de-b3e1be2847dd"
"USNM 59484","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","","1 ca.","","Dry","","Schmitz, F. J.","1978","","North Atlantic Ocean","","","Turks And Caicos Islands","","","","South Caicos Island","","","","","","","","","","","","","","","337113","","","","","","","","","20 May 2013 16:44:00","http://n2t.net/ark:/65665/3be9d299f-ff4c-4c62-8948-59e18619d94e"
"USNM 79465","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura cf. flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Von Prahl, H.","10 Nov 1981","","North Pacific Ocean","","","Colombia","","","","Bahia Magala","","","","","","","","","5","","","","","","354572","","","","","","","","","17 Oct 2014 21:59:00","http://n2t.net/ark:/65665/309fb85d7-7fdf-4619-87c6-f811f5bd7607"
"USNM 81329","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","","6 ca.","","Dry","","Tunnell; Nelson","7 Oct 1987","","North Atlantic Ocean","Gulf of Mexico","","Mexico","Veracruz","","","Eumedio Island, 1 Km W Of Lighthouse","","","","","","","","","","","","","","","377462","","","","","","","","","20 Oct 2014 12:27:00","http://n2t.net/ark:/65665/3726290be-d37b-4f64-8687-1c9cc6904cf1"
"USNM 85845","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","","10 ca.","","Dry; Dry; Dry; Dry; Dry; Dry; Dry; Dry; Dry; Dry","","","1925","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Dry Tortugas",24.67,-81.58,"","","","","","","","","","","","","000000","","","","","","","","","20 Oct 2014 12:53:00","http://n2t.net/ark:/65665/3d8df280f-bf15-4237-b9ba-24f1585c49fc"
"USNM 85846","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","387","Palmer, E.","1884","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Straits of Florida, Key West, 1 mile South Of","","","","","","","","","","","","","","","000000","","","","","","","","","20 Oct 2014 12:53:00","http://n2t.net/ark:/65665/327f7e74b-453c-4a9e-8f06-8de30a48ba3b"
"USNM 85847","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bartsch, P.","12 May 1912","","North Atlantic Ocean","","","Bahamas","","","","Andros Island, Golding Key","","","","","","","","","","","","","","","000000","","","","","","","","","31 Oct 2017 17:13:00","http://n2t.net/ark:/65665/39263bd3f-7a10-4d13-aa84-abda2cc41c04"
"USNM 85848","Specimen/Lot","Eunicea flexuosa (Lamouroux, 1821)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea flexuosa (Lamouroux, 1821) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Plexaura flexuosa Lamouroux, 1821","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Limbaugh, C.","1956 (-- SUM 1956)","","North Atlantic Ocean","","","Bahamas","","","","New Providence Island","","","","","","","","","","","","","","","000000","","","","","","","","","20 Oct 2014 12:53:00","http://n2t.net/ark:/65665/36ed9d021-31d1-4442-abae-58ff2518842b"
